District,County,Route,Road_Name,Begin_MP,End_MP,Comments,Reported_On,End_Date,longitude,latitude,Duration_Default,Duration_Hours
2,Henderson,I-69,I-69 NC,137.1,141.0,"Henderson Co, I 69 SB From Twin Bridges, 19 MM to I 69 SB @ 141 MM BLOCKED.",2021-09-03 00:50:00,2021-09-03 06:46:01,-87.527609,37.759252,0 days 05:56:01,5.9336
2,Henderson,I-69,I-69 NC,145.0,145.0,"Henderson Co, I 69 SB @ 145 MM One lane blocked due to a CMV blocking the roadway.",2021-09-03 00:50:00,2021-09-03 06:44:01,-87.527609,37.759252,0 days 05:54:01,5.9003
2,Henderson,I-69,I-69 NC,148.0,141.0,"Henderson Co, US 41 S from 19 MM to I 69 SB @ 141 MM BLOCKED. Detour Stratman to Sunset to Watson, follow signs in place.",2021-09-03 00:50:00,2021-09-03 15:24:01,-87.527609,37.759252,0 days 14:34:01,14.5669
2,Henderson,I-69,I-69 NC,148.0,141.0,"Henderson Co, I 69 SB From Twin Bridges, 19 MM to I 69 SB @ 141 MM BLOCKED. Detour Stratman to Sunset to Watson, follow signs in place.",2021-09-03 00:50:00,2021-09-03 10:12:01,-87.527609,37.759252,0 days 09:22:01,9.3669
2,Henderson,I-69,I-69 NC,148.0,141.0,"Henderson Co, I 69 SB From Twin Bridges, 19 MM to I 69 SB @ 141 MM BLOCKED.",2021-09-03 00:50:00,2021-09-03 07:28:01,-87.527609,37.759252,0 days 06:38:01,6.6336
2,Henderson,KY-136,KY-136 WEST,0.0,6.0,Roadway closed due to flooding. Updates as available.,2021-03-03 09:04:00,2021-03-04 14:44:01,-87.85801,37.88854,1 days 05:40:01,29.6669
2,Henderson,KY-136,KY-136 WEST,0.0,8.0,Roadway closed due to flooding. Updates as available.,2021-03-03 09:04:00,2021-03-04 14:48:05,-87.85801,37.88854,1 days 05:44:05,29.7347
2,Henderson,KY-136,KY-136 WEST,0.0,8.0,Road closed due to flooding. Updates as available.,2021-03-04 09:46:00,2021-03-08 21:58:00,-87.844962,37.878421,4 days 12:12:00,108.2
2,Henderson,KY-136,KY-136 WEST,0.0,5.0,Roadway closed due to flooding. Updates as available,2021-03-06 10:52:00,2021-03-22 20:58:01,-87.844962,37.878421,16 days 10:06:01,394.1003
2,Henderson,KY-136,KY-136 WEST,0.0,8.0,Roadway closed due to flooding. Updates as available,2021-03-06 10:52:00,2021-03-09 13:46:00,-87.844962,37.878421,3 days 02:54:00,74.9
2,Henderson,KY-136,KY-136 WEST,0.0,10.7,Roadway closed due to flooding. Updates as available,2021-03-06 10:52:00,2021-03-15 20:06:00,-87.844962,37.878421,9 days 09:14:00,225.2333
2,Henderson,KY-136,KY-136 WEST,0.0,5.0,Road closed due to flooding. Updates as available.,2021-03-23 13:50:00,2021-03-24 20:44:00,-87.863325,37.89442,1 days 06:54:00,30.9
2,Henderson,KY-1539,ZION LARUE RD,1.0,2.0,ROADWAY BLOCKED DUE TO FLOODING,2021-02-28 14:29:00,2021-03-01 19:28:01,-87.542199,37.846098,1 days 04:59:01,28.9836
2,Henderson,KY-1539,ZION LARUE RD,1.0,2.0,Road closed due to flooding. Updates as available.,2021-03-01 11:25:00,2021-03-03 15:30:01,-87.542199,37.846098,2 days 04:05:01,52.0836
2,Henderson,KY-1557,HOUSEBRIDGE RD,0.0,3.7,Road closed due to flooding. Updates as available.,2021-03-01 11:24:00,2021-03-03 15:32:00,-87.736508,37.705359,2 days 04:08:00,52.1333
2,Henderson,KY-1557,HOUSEBRIDGE RD,2.0,3.0,ROADWAY BLOCKED DUE TO FLOODING,2021-02-28 14:27:00,2021-03-01 19:26:01,-87.729134,37.713226,1 days 04:59:01,28.9836
2,Henderson,KY-1557,HOUSEBRIDGE RD,2.0,3.0,Road closed due to flooding. Updates as available.,2021-03-12 05:56:00,2021-03-15 20:04:00,-87.729134,37.713226,3 days 14:08:00,86.1333
2,Henderson,KY-1557,HOUSEBRIDGE RD,2.0,3.0,Blocked due to High water,2021-03-12 05:56:00,2021-03-12 20:04:01,-87.729134,37.713226,0 days 14:08:01,14.1336
2,Henderson,KY-2247,POSEY BALL RD,0.0,1.0,ROADWAY BLOCKED DUE TO FLOODING,2021-02-28 14:30:00,2021-03-01 19:28:01,-87.495119,37.786164,1 days 04:58:01,28.9669
2,Henderson,KY-2247,POSEY BALL RD,0.0,1.0,Road closed due to flooding. Updates as available.,2021-03-01 11:27:00,2021-03-15 20:04:00,-87.495119,37.786164,14 days 08:37:00,344.6167
2,Henderson,KY-2247,POSEY BALL RD,0.0,1.0,Blocked due to High water,2021-03-12 05:55:00,2021-03-12 20:04:01,-87.495119,37.786164,0 days 14:09:01,14.1503
2,Henderson,KY-268,KY-268,0.0,1.0,Road closed due to flooding. Updates as available.,2021-03-08 10:43:00,2021-03-11 14:32:01,-87.696493,37.818325,3 days 03:49:01,75.8169
2,Henderson,KY-268,KY-268,1.0,7.8,Road closed due to flooding. Updates as available.,2021-03-08 10:43:00,2021-03-15 20:04:00,-87.696493,37.818325,7 days 09:21:00,177.35
2,Henderson,KY-268,KY-268,6.0,7.0,Roadway closed due to flooding. Updates as available.,2021-03-04 09:45:00,2021-03-04 14:50:01,-87.784243,37.861438,0 days 05:05:01,5.0836
2,Henderson,KY-268,KY-268,6.0,7.0,Road closed due to flooding. Updates as available.,2021-03-04 09:47:00,2021-03-04 17:50:00,-87.784243,37.861438,0 days 08:03:00,8.05
2,Henderson,KY-268,KY-268,7.0,7.8,ROADWAY BLOCKED DUE TO FLOODING,2021-02-28 14:28:00,2021-03-01 19:26:01,-87.795164,37.866462,1 days 04:58:01,28.9669
2,Henderson,KY-268,KY-268,7.0,7.8,Road closed due to flooding. Updates as available.,2021-03-01 11:25:00,2021-03-03 15:32:00,-87.79548,37.866482,2 days 04:07:00,52.1167
2,Henderson,KY-3522,KY-3522,0.0,0.4,Road closed due to flooding. Updates as available.,2021-03-02 10:06:00,2021-03-15 20:04:00,-87.549315,37.913479,13 days 09:58:00,321.9667
2,Henderson,KY-3522,KY-3522,0.0,0.4,Roadway closed due to flooding. Updates as available,2021-03-06 10:53:00,2021-03-15 20:04:00,-87.549315,37.913479,9 days 09:11:00,225.1833
2,Henderson,KY-3522,KY-3522,0.0,0.4,Blocked due to High water,2021-03-12 06:25:00,2021-03-12 20:06:01,-87.549315,37.913479,0 days 13:41:01,13.6836
2,Henderson,KY-811,KY-811,2.0,6.0,Road closed due to flooding. Updates as available.,2021-03-08 10:44:00,2021-03-11 18:26:01,-87.357385,37.894717,3 days 07:42:01,79.7003
2,Henderson,KY-812,AIRLINE RD,2.0,5.0,Road closed due to flooding. Updates as available.,2021-03-12 05:54:00,2021-03-15 20:04:00,-87.51191,37.78677,3 days 14:10:00,86.1667
2,Henderson,KY-812,AIRLINE RD,2.0,5.0,Blocked due to high water,2021-03-12 05:54:00,2021-03-12 20:06:01,-87.51191,37.78677,0 days 14:12:01,14.2003
2,Henderson,KY-812,AIRLINE RD,4.0,5.0,ROADWAY BLOCKED DUE TO FLOODING,2021-02-28 14:29:00,2021-03-01 19:28:01,-87.52687,37.795108,1 days 04:59:01,28.9836
2,Henderson,KY-812,AIRLINE RD,4.0,5.0,Road closed due to flooding. Updates as available.,2021-03-01 11:26:00,2021-03-03 15:30:01,-87.52687,37.795108,2 days 04:04:01,52.0669
2,Henderson,US-41,US-41 NORTH,16.0,16.0,Blocked due to some road damage blocking the area. All southbound traffic is being detoured to take Exit B to South Green St.,2021-09-03 18:46:00,2021-09-04 02:04:00,-87.573462,37.857496,0 days 07:18:00,7.3
2,Henderson,US-41,US-41 NORTH,16.0,16.0,Northbound blocked due to some road damage blocking the area.,2021-09-03 18:46:00,2021-09-04 02:40:01,-87.573462,37.857496,0 days 07:54:01,7.9003
2,Henderson,US-41,US-41 NORTH,16.0,16.0,Blocked due to some road damage blocking the area.,2021-09-03 18:46:00,2021-09-04 00:16:01,-87.573462,37.857496,0 days 05:30:01,5.5003
2,Henderson,US-41,US-41 NORTH NC,19.0,11.5,US 41 SB from 19 MM to 11.5 MM Blocked.,2021-09-03 02:50:00,2021-09-03 07:28:01,-87.56696,37.847888,0 days 04:38:01,4.6336
2,Henderson,US-41,US-41 NORTH NC,19.0,11.5,"US 41 SB from 19 MM to 11.5 MM Blocked.  Detour Stratman, signs in place.",2021-09-03 02:50:00,2021-09-03 14:36:08,-87.56696,37.847888,0 days 11:46:08,11.7689
2,Hopkins,US-62,GREENVILLE RD,16.0,18.0,Road closed due to flooding. Updates as available.,2021-05-04 15:53:00,2021-05-05 15:12:01,-87.417887,37.190751,0 days 23:19:01,23.3169
2,McLean,KY-1155,KY-1155,2.5,3.5,Roadway blocked due to flooding. Updates as available.,2021-03-07 19:30:00,2021-03-08 15:44:01,-87.305766,37.474093,0 days 20:14:01,20.2336
2,Muhlenberg,KY-1163,KY-1163,0.0,8.1,Blocked due to flooding in the area.,2021-05-04 13:38:00,2021-05-04 19:54:01,-87.094306,37.156015,0 days 06:16:01,6.2669
2,Muhlenberg,KY-1163,KY-1163,3.0,5.0,Blocked due to flooding in the area.,2021-05-04 13:38:00,2021-05-05 17:50:01,-87.094306,37.156015,1 days 04:12:01,28.2003
2,Muhlenberg,KY-1379,KY-1379,0.0,2.0,Road closed due to flooding. Updates as available.,2021-03-02 10:20:00,2021-03-04 23:20:00,-87.094266,37.32732,2 days 13:00:00,61.0
2,Muhlenberg,KY-1379,KY-1379,0.0,5.0,Road closed due to flooding. Updates as available.,2021-03-02 10:20:00,2021-03-15 02:06:00,-87.094266,37.32732,12 days 15:46:00,303.7667
2,Muhlenberg,KY-176,KY-176,6.0,7.0,Road closed due to flooding. Updates as available.,2021-05-04 17:48:00,2021-05-05 17:50:01,-87.068612,37.209815,1 days 00:02:01,24.0336
2,Muhlenberg,KY-181,LUZERNE DR,12.5,12.8,Road closed due to flooding. Updates as available.,2021-05-04 10:27:00,2021-05-05 17:50:01,-87.191445,37.217811,1 days 07:23:01,31.3836
2,Muhlenberg,KY-2533,DEAN RD,0.0,0.5,Road closed due to flooding. Updates as available.,2021-05-04 10:28:00,2021-05-05 17:50:01,-87.178599,37.225249,1 days 07:22:01,31.3669
2,Muhlenberg,KY-2590,KY-2590,2.0,2.8,Roadway closed due to flooding. Updates as available.,2021-03-04 09:39:00,2021-03-12 11:22:01,-87.072247,37.356074,8 days 01:43:01,193.7169
2,Muhlenberg,KY-949,PENROD RD,6.8,6.8,Road closed due to flooding. Updates as available.,2021-03-04 12:53:00,2021-03-06 16:04:01,-86.900509,37.123135,2 days 03:11:01,51.1836
2,Ohio,KY-1164,CEDAR GROVE RD,2.0,7.9,BLOCKED IN SEVERAL PLACES,2021-12-11 08:05:00,2021-12-11 19:04:01,-86.787126,37.510075,0 days 10:59:01,10.9836
2,Ohio,KY-69,KY-69,8.0,13.0,BLOCKED IN SEVERAL PLACES,2021-12-11 08:02:00,2021-12-11 19:00:01,-86.939315,37.417589,0 days 10:58:01,10.9669
2,Ohio,KY-878,KY-878,0.0,7.5,BLOCKED IN SEVERAL PLACES,2021-12-11 08:06:00,2021-12-11 19:04:01,-86.722511,37.518671,0 days 10:58:01,10.9669
2,Ohio,KY-919,KY-919,0.0,6.4,BLOCKED IN SEVERAL PLACES,2021-12-11 08:07:00,2021-12-11 19:06:01,-86.697758,37.553263,0 days 10:59:01,10.9836
2,Union,KY-130,MILL ST,15.7,16.0,Road closed due to flooding. Updates as available.,2021-03-04 12:55:00,2021-03-24 20:44:00,-87.937719,37.772737,20 days 07:49:00,487.8167
2,Union,KY-1452,KY-1452,0.0,2.0,Road closed due to flooding. Updates as available.,2021-03-04 12:56:00,2021-03-24 20:44:00,-87.876844,37.814701,20 days 07:48:00,487.8
2,Union,KY-1508,KY-1508,3.0,6.0,Roadway closed due to flooding. Updates as available,2021-03-06 11:03:00,2021-03-16 22:16:00,-88.075965,37.548931,10 days 11:13:00,251.2167
2,Union,KY-1637,KY-1637,0.0,3.0,Road closed due to flooding. Updates as available.,2021-03-04 12:57:00,2021-03-24 20:44:00,-87.863657,37.795649,20 days 07:47:00,487.7833
2,Union,KY-667,KY-667,0.0,11.2,Roadway closed due to flooding. Updates as available.,2021-03-02 10:27:00,2021-03-19 12:34:01,-88.124929,37.68567,17 days 02:07:01,410.1169
2,Union,KY-667,KY-667,5.7,16.5,Roadway closed due to flooding. Updates as available.,2021-03-02 10:27:00,2021-03-03 14:10:01,-88.124929,37.68567,1 days 03:43:01,27.7169
2,Union,KY-667,KY-667,5.7,11.2,Roadway closed due to flooding. Updates as available.,2021-03-02 10:27:00,2021-03-04 17:54:00,-88.124929,37.68567,2 days 07:27:00,55.45
2,Union,KY-668,KY-668,0.0,1.0,Road closed due to flooding. Updates as available.,2021-03-04 12:55:00,2021-03-24 20:44:00,-88.122156,37.627605,20 days 07:49:00,487.8167
2,Union,KY-871,KY-871,3.0,5.6,Roadway closed due to flooding. Updates as available,2021-03-06 11:02:00,2021-03-16 22:16:00,-88.049409,37.731749,10 days 11:14:00,251.2333
2,Webster,KY-132,KY-132,12.3,13.0,Road closed due to flooding. Updates as available.,2021-03-12 07:35:00,2021-03-14 19:54:00,-87.756917,37.525061,2 days 12:19:00,60.3167
2,Webster,KY-132,KY-132,16.5,17.0,Blocked between US 41A and Clayton Ave. Seek alternate route.,2021-08-29 20:30:00,2021-08-30 03:46:01,-87.685905,37.515875,0 days 07:16:01,7.2669
2,Webster,KY-138,KY-138,10.4,10.7,Road closed due to flooding. Updates as available.,2021-03-12 07:36:00,2021-03-14 19:54:00,-87.499592,37.489097,2 days 12:18:00,60.3
2,Webster,KY-270,KY-270,6.8,8.3,Road closed due to flooding. Updates as available.,2021-03-12 07:36:00,2021-03-15 13:18:01,-87.783393,37.465307,3 days 05:42:01,77.7003
2,Webster,KY-270,KY-270,7.0,8.4,Road blocked due to flooding. Updates as available.,2021-12-18 16:00:00,2021-12-20 17:26:00,-87.781315,37.463964,2 days 01:26:00,49.4333
2,Webster,KY-270,KY-270,7.3,8.3,Road closed due to flooding. Updates as available.,2021-03-01 13:07:00,2021-03-03 14:10:01,-87.78019,37.462824,2 days 01:03:01,49.0503
3,Barren,KY-1318,TOBACCO RD,4.0,4.0,Road closed due to flooding. Updates as available.,2021-03-04 10:13:00,2021-03-05 14:58:01,-86.011353,36.880026,1 days 04:45:01,28.7503
3,Barren,KY-3179,OIL WELL RD,2.0,1.0,Road closed due to flooding. Updates as available.,2021-03-01 10:47:00,2021-03-02 23:46:01,-85.96835,36.823332,1 days 12:59:01,36.9836
3,Barren,KY-3179,OIL WELL RD,2.0,1.0,water over the road - closed,2021-03-01 10:47:00,2021-03-02 18:48:01,-85.96835,36.823332,1 days 08:01:01,32.0169
3,Barren,KY-3179,OIL WELL RD,2.1,2.1,Road closed due to flooding. Updates as available.,2021-03-01 14:24:00,2021-03-02 23:46:01,-85.96501,36.831169,1 days 09:22:01,33.3669
3,Barren,KY-3179,OIL WELL RD,2.2,2.3,Road closed due to flooding. Updates as available.,2021-05-04 17:50:00,2021-05-14 22:48:01,-85.964431,36.833262,10 days 04:58:01,244.9669
3,Barren,KY-685,STOVALL RD,5.0,6.0,Road closed due to flooding. Updates as available.,2021-03-02 09:41:00,2021-03-08 14:40:00,-86.008601,37.057909,6 days 04:59:00,148.9833
3,Barren,KY-740,CORAL HILL RD,2.1,2.1,Road closed due to flooding. Updates as available.,2021-03-01 10:01:00,2021-03-03 23:34:01,-85.86425,37.0379,2 days 13:33:01,61.5503
3,Barren,KY-740,HISEVILLE PARK RD,2.1,2.1,Road closed due to flooding. Updates as available.,2021-03-01 10:01:00,2021-03-05 21:58:01,-85.746238,37.169649,4 days 11:57:01,107.9503
3,Barren,KY-740,HISEVILLE PARK RD,13.8,13.8,Road closed due to flooding. Updates as available.,2021-03-02 12:07:00,2021-03-08 21:58:00,-85.746238,37.169649,6 days 09:51:00,153.85
3,Barren,KY-921,THOMERSON PARK RD,7.4,7.5,Road closed due to flooding. Updates as available.,2021-05-04 17:52:00,2021-05-14 22:50:01,-85.935927,36.806076,10 days 04:58:01,244.9669
3,Barren,US-68,GLASGOW RD,0.0,0.0,water over the road - closed,2021-03-01 10:44:00,2021-03-03 15:42:01,-86.126355,37.030455,2 days 04:58:01,52.9669
3,Barren,US-68,GLASGOW RD,0.0,0.0,Road closed due to flooding. Updates as available.,2021-03-01 14:23:00,2021-05-14 22:54:02,-86.126355,37.030455,74 days 08:31:02,1784.5172
3,Barren,US-68,GLASGOW RD,0.0,0.0,Road blocked due to flooding. Updates as available.,2021-03-02 11:45:00,2021-03-08 14:42:00,-86.126355,37.030455,6 days 02:57:00,146.95
3,Butler,KY-1117,PROVO RD,7.0,7.0,Roadway closed due to flooding. Updates as available,2021-03-05 10:05:00,2021-03-08 21:00:01,-86.782981,37.229234,3 days 10:55:01,82.9169
3,Butler,KY-1153,BERRYS LICK RD,5.0,6.0,Road closed due to flooding. Updates as available.,2021-05-05 13:56:00,2021-05-14 20:58:01,-86.834781,37.077459,9 days 07:02:01,223.0336
3,Butler,KY-1328,LEONARD OAK RD,2.0,2.0,Roadway closed due to flooding. Updates as available,2021-03-05 10:06:00,2021-03-08 14:40:00,-86.669237,37.236699,3 days 04:34:00,76.5667
3,Butler,KY-1435,GUY RD,1.0,1.0,Road closed due to flooding. Updates as available.,2021-03-01 14:28:00,2021-03-08 14:40:00,-86.640144,37.134621,7 days 00:12:00,168.2
3,Butler,KY-269,HIGHWAY 269,5.0,5.0,Roadway closed due to flooding. Updates as available,2021-03-05 10:07:00,2021-03-08 21:00:01,-86.81725,37.277634,3 days 10:53:01,82.8836
3,Butler,KY-3182,RICHLAND CHURCH RD,2.0,2.0,Road closed due to flooding. Updates as available.,2021-05-05 13:56:00,2021-05-14 20:58:01,-86.685288,37.115206,9 days 07:02:01,223.0336
3,Butler,KY-403,WOODBURY LOOP,4.0,4.0,water over the road - closed,2021-03-01 10:48:00,2021-03-03 15:46:01,-86.644804,37.188638,2 days 04:58:01,52.9669
3,Butler,KY-403,WOODBURY LOOP,4.0,4.0,Road closed due to flooding. Updates as available.,2021-03-01 14:27:00,2021-03-19 20:58:01,-86.644804,37.188638,18 days 06:31:01,438.5169
3,Butler,KY-949,PENROD RD,0.0,0.0,Road closed due to flooding. Updates as available.,2021-03-02 09:42:00,2021-03-04 15:14:01,-86.900509,37.123135,2 days 05:32:01,53.5336
3,Butler,US-231,S MAIN ST,10.0,10.0,Road closed due to flooding. Updates as available.,2021-03-03 09:50:00,2021-03-05 15:04:01,-86.695135,37.215596,2 days 05:14:01,53.2336
3,Edmonson,KY-1749,WINGFIELD CHURCH RD,3.3,3.3,Road closed due to flooding. Updates as available.,2021-03-03 09:54:00,2021-03-05 00:24:01,-86.349005,37.173482,1 days 14:30:01,38.5003
3,Edmonson,KY-183,LOCK RD,1.3,1.3,Road closed due to flooding. Updates as available.,2021-03-02 12:12:00,2021-03-05 15:08:01,-86.261891,37.205628,3 days 02:56:01,74.9336
3,Edmonson,KY-655,SEGAL RD,2.0,3.0,Road closed due to flooding. Updates as available.,2021-05-05 14:42:00,2021-05-14 20:58:01,-86.377072,37.219364,9 days 06:16:01,222.2669
3,Edmonson,KY-655,SEGAL RD,2.6,2.6,Road closed due to flooding. Updates as available.,2021-03-01 10:49:00,2021-03-08 14:42:00,-86.378604,37.219026,7 days 03:53:00,171.8833
3,Logan,KY-100,FRANKLIN RD,8.0,9.0,Road blocked due to flooding. Updates as needed.,2021-08-18 17:42:00,2021-08-19 21:40:01,-86.744865,36.761383,1 days 03:58:01,27.9669
3,Logan,KY-106,QUALITY RD,9.4,9.4,water over the road -  closed,2021-03-01 10:56:00,2021-03-02 23:54:00,-86.908315,37.004024,1 days 12:58:00,36.9667
3,Logan,KY-106,QUALITY RD,9.4,9.4,Road closed due to flooding. Updates as available.,2021-03-01 15:27:00,2021-03-02 23:52:02,-86.908315,37.004024,1 days 08:25:02,32.4172
3,Logan,KY-107,DEER LICK RD,3.0,3.0,Road closed due to flooding. Updates as available.,2021-05-05 14:43:00,2021-05-14 20:58:01,-87.005394,37.011974,9 days 06:15:01,222.2503
3,Logan,KY-107,DEER LICK RD,5.1,5.1,water over the road -  closed,2021-03-01 10:52:00,2021-03-03 14:54:01,-86.978117,36.996854,2 days 04:02:01,52.0336
3,Logan,KY-107,DEER LICK RD,5.1,5.1,Road closed due to flooding. Updates as available.,2021-03-01 15:25:00,2021-03-03 14:54:01,-86.978117,36.996854,1 days 23:29:01,47.4836
3,Logan,KY-1151,GORDONSVILLE RD,6.9,6.9,Road closed due to flooding. Updates as available.,2021-05-05 14:44:00,2021-05-14 20:58:01,-87.018867,36.840055,9 days 06:14:01,222.2336
3,Logan,KY-1153,BEECHLAND RD,4.2,4.2,water over the road -  closed,2021-03-01 10:50:00,2021-03-03 15:48:01,-86.906182,37.0482,2 days 04:58:01,52.9669
3,Logan,KY-1153,BEECHLAND RD,4.2,4.2,Road closed due to flooding. Updates as available.,2021-03-01 15:25:00,2021-05-14 20:58:01,-86.906182,37.0482,74 days 05:33:01,1781.5503
3,Logan,KY-3201,COOPERTOWN QUALITY RD,0.5,0.5,water over the road -  closed,2021-03-01 10:53:00,2021-03-02 23:54:00,-86.872895,36.957202,1 days 13:01:00,37.0167
3,Logan,KY-3201,COOPERTOWN QUALITY RD,0.5,0.5,Road closed due to flooding. Updates as available.,2021-03-01 15:26:00,2021-03-02 23:52:02,-86.872895,36.957202,1 days 08:26:02,32.4339
3,Logan,US-79,CLARKSVILLE RD,5.3,5.3,water over the road -  closed,2021-03-01 10:54:00,2021-03-02 23:54:00,-86.98687,36.790598,1 days 13:00:00,37.0
3,Logan,US-79,CLARKSVILLE RD,5.3,5.3,Road closed due to flooding. Updates as available.,2021-03-01 15:28:00,2021-03-02 23:52:02,-86.98687,36.790598,1 days 08:24:02,32.4006
3,Metcalfe,KY-1048,NODE RD,0.8,0.8,Road closed due to flooding. Updates as available.,2021-03-02 10:18:00,2021-03-05 15:08:01,-85.679049,37.142156,3 days 04:50:01,76.8336
3,Metcalfe,KY-1243,KNOB LICK RD,7.5,7.5,Road closed due to flooding. Updates as available.,2021-03-02 10:17:00,2021-03-08 14:46:00,-85.696166,37.07839,6 days 04:29:00,148.4833
3,Metcalfe,KY-640,KNOB LICK WISDOM RD,14.5,14.5,Road closed due to flooding. Updates as available.,2021-03-02 10:10:00,2021-03-02 23:56:00,-85.707744,37.046787,0 days 13:46:00,13.7667
3,Metcalfe,KY-70,SULPHUR WELL KNOB LICK RD,3.4,3.4,Roadway closed due to flooding. Updates as available.,2021-03-02 12:00:00,2021-03-05 00:26:01,-85.697861,37.078289,2 days 12:26:01,60.4336
3,Metcalfe,KY-70,SULPHUR WELL KNOB LICK RD,3.4,3.4,Road closed due to flooding. Updates as available.,2021-03-02 12:25:00,2021-03-04 21:58:01,-85.697861,37.078289,2 days 09:33:01,57.5503
3,Metcalfe,KY-70,SULPHUR WELL KNOB LICK RD,3.4,3.4,Road blocked due to flooding. Updates as available.,2021-03-03 18:30:00,2021-03-04 15:16:12,-85.697861,37.078289,0 days 20:46:12,20.77
3,Metcalfe,LN-9008,LOUIE B NUNN PKWY NC,25.0,25.0,Westbound lane blocked for slide repairs just east of KY 840 overpass.,2021-01-31 08:00:00,2021-02-28 21:58:01,-85.702246,36.996594,28 days 13:58:01,685.9669
3,Monroe,KY-678,STRINGTOWN FLIPPIN RD,8.5,8.5,water over the road -  closed,2021-03-01 10:57:00,2021-03-03 15:56:01,-85.852785,36.753984,2 days 04:59:01,52.9836
3,Monroe,KY-678,STRINGTOWN FLIPPIN RD,8.5,8.5,Road closed due to flooding. Updates as available.,2021-03-02 10:19:00,2021-05-14 22:58:01,-85.852785,36.753984,73 days 12:39:01,1764.6503
3,Simpson,KY-100,RUSSELLVILLE RD,0.0,0.3,Road blocked due to flooding. Updates as needed.,2021-08-18 17:47:00,2021-08-19 21:46:01,-86.739998,36.752857,1 days 03:59:01,27.9836
3,Simpson,KY-2593,WITT RD,1.0,1.0,Road closed due to flooding. Updates as available.,2021-03-01 10:58:00,2021-03-08 14:42:00,-86.589137,36.654131,7 days 03:44:00,171.7333
3,Simpson,KY-2593,WITT RD,1.0,1.0,water over the road -  closed,2021-03-01 10:58:00,2021-03-02 18:32:01,-86.589137,36.654131,1 days 07:34:01,31.5669
3,Simpson,KY-621,STEVENSON RD,6.6,6.7,Road closed due to flooding,2021-08-31 20:00:00,2021-09-01 12:08:01,-86.582338,36.802852,0 days 16:08:01,16.1336
3,Todd,KY-181,NORTH MAIN ST,12.2,12.3,Road closed due to flooding. Updates as available.,2021-03-01 13:05:00,2021-03-08 14:44:00,-87.153131,36.813043,7 days 01:39:00,169.65
3,Warren,KY-1083,BROWNING RD,2.5,2.5,water over the road -  closed,2021-03-01 11:05:00,2021-03-03 00:00:01,-86.586435,36.93666,1 days 12:55:01,36.9169
3,Warren,KY-1083,BROWNING RD,2.5,2.5,Road closed due to flooding. Updates as available.,2021-03-01 16:02:00,2021-05-05 17:58:01,-86.586435,36.93666,65 days 01:56:01,1561.9336
3,Warren,KY-1435,BARREN RIVER RD,9.0,11.0,Road closed due to flooding. Updates as available.,2021-03-01 16:01:00,2021-03-02 23:58:00,-86.584571,37.089548,1 days 07:57:00,31.95
3,Warren,KY-1435,BARREN RIVER RD,9.0,9.0,Road closed due to flooding. Updates as available.,2021-03-02 12:31:00,2021-03-08 14:40:00,-86.57233,37.081391,6 days 02:09:00,146.15
3,Warren,KY-1435,BARREN RIVER RD,11.0,9.0,water over the road -  closed,2021-03-01 10:59:00,2021-03-02 17:32:01,-86.584571,37.089548,1 days 06:33:01,30.5503
3,Warren,KY-1435,BARREN RIVER RD,11.0,11.0,Road closed due to flooding. Updates as available.,2021-03-02 12:32:00,2021-03-08 20:34:01,-86.587704,37.103578,6 days 08:02:01,152.0336
3,Warren,KY-1435,BARREN RIVER RD,11.0,12.0,Road closed due to flooding. Updates as available.,2021-05-05 13:59:00,2021-05-14 20:58:01,-86.589686,37.110529,9 days 06:59:01,222.9836
3,Warren,KY-1749,GLENMORE RD,0.3,0.3,Road closed due to flooding. Updates as available.,2021-03-03 10:13:00,2021-03-05 21:58:01,-86.405758,37.154505,2 days 11:45:01,59.7503
3,Warren,KY-1749,GLENMORE RD,0.3,0.3,Roadway closed due to flooding. Updates as available,2021-03-05 10:14:00,2021-03-08 14:40:00,-86.405758,37.154505,3 days 04:26:00,76.4333
3,Warren,KY-259,HAYS LODGE RD,1.0,2.0,Road closed due to flooding. Updates as available.,2021-05-04 18:01:00,2021-05-05 17:58:01,-86.12994,37.046891,0 days 23:57:01,23.9503
3,Warren,KY-2665,GLEN LILY RD,5.6,5.6,Roadway closed due to flooding. Updates as available.,2021-03-02 17:00:00,2021-03-03 23:44:00,-86.485418,36.999557,1 days 06:44:00,30.7333
3,Warren,KY-626,JACKSON BRIDGE RD,4.0,5.0,Road closed due to flooding. Updates as available.,2021-05-04 17:59:00,2021-05-05 17:58:01,-86.60339,37.031428,0 days 23:59:01,23.9836
3,Warren,KY-626,JACKSON BRIDGE RD,4.5,4.5,Road closed due to flooding.,2021-01-25 18:00:00,2021-01-26 16:58:00,-86.60339,37.031428,0 days 22:58:00,22.9667
3,Warren,KY-743,BOILING SPRINGS RD,3.8,3.8,Road blocked due to flooding. Updates as needed.,2021-12-06 09:00:00,2021-12-06 16:24:00,-86.311601,37.098833,0 days 07:24:00,7.4
3,Warren,US-231,MORGANTOWN RD,21.0,21.0,water over the road -  closed,2021-03-01 11:06:00,2021-03-03 00:00:01,-86.583159,37.044003,1 days 12:54:01,36.9003
3,Warren,US-231,MORGANTOWN RD,21.0,21.0,Road closed due to flooding. Updates as available.,2021-03-01 16:03:00,2021-03-02 23:58:00,-86.583159,37.044003,1 days 07:55:00,31.9167
